Linux-6.2(2023-02-19),Intel,1545,9.95
Linux-6.2(2023-02-19),Red Hat,959,6.17
Linux-6.2(2023-02-19),Linaro,871,5.61
Linux-6.2(2023-02-19),Huawei,834,5.37
Linux-6.2(2023-02-19),Google,783,5.04
Linux-6.2(2023-02-19),AMD,615,3.96
Linux-6.2(2023-02-19),NVIDIA,442,2.85
Linux-6.2(2023-02-19),ARM,213,1.37
Linux-6.2(2023-02-19),QUALCOMM,96,0.62
Linux-6.1(2022-12-11),Huawei,1267,9.09
Linux-6.1(2022-12-11),Intel,1186,8.51
Linux-6.1(2022-12-11),AMD,748,5.37
Linux-6.1(2022-12-11),Google,726,5.21
Linux-6.1(2022-12-11),Red Hat,720,5.17
Linux-6.1(2022-12-11),Linaro,579,4.15
Linux-6.1(2022-12-11),NVIDIA,366,2.63
Linux-6.1(2022-12-11),ARM,179,1.28
Linux-6.1(2022-12-11),QUALCOMM,140,1
Linux-6.0(2022-10-02),Intel,1635,10.62
Linux-6.0(2022-10-02),Google,944,6.13
Linux-6.0(2022-10-02),AMD,932,6.05
Linux-6.0(2022-10-02),Linaro,810,5.26
Linux-6.0(2022-10-02),Red Hat,650,4.22
Linux-6.0(2022-10-02),Huawei,539,3.5
Linux-6.0(2022-10-02),NVIDIA,444,2.88
Linux-6.0(2022-10-02),ARM,167,1.08
Linux-6.0(2022-10-02),QUALCOMM,145,0.94
Linux-5.19(2022-07-31),Intel,1565,10.35
Linux-5.19(2022-07-31),AMD,836,5.53
Linux-5.19(2022-07-31),Linaro,693,4.58
Linux-5.19(2022-07-31),Red Hat,664,4.39
Linux-5.19(2022-07-31),Google,545,3.6
Linux-5.19(2022-07-31),Huawei,420,2.78
Linux-5.19(2022-07-31),NVIDIA,387,2.56
Linux-5.19(2022-07-31),QUALCOMM,226,1.49
Linux-5.19(2022-07-31),ARM,216,1.43
Linux-5.18(2022-05-22),Intel,1575,10.54
Linux-5.18(2022-05-22),Red Hat,800,5.35
Linux-5.18(2022-05-22),Google,787,5.26
Linux-5.18(2022-05-22),AMD,780,5.22
Linux-5.18(2022-05-22),Huawei,449,3
Linux-5.18(2022-05-22),Linaro,422,2.82
Linux-5.18(2022-05-22),NVIDIA,385,2.58
Linux-5.18(2022-05-22),ARM,171,1.14
Linux-5.18(2022-05-22),QUALCOMM,153,1.02
Linux-5.17(2022-03-20),Intel,1408,10.8
Linux-5.17(2022-03-20),Google,788,6.05
Linux-5.17(2022-03-20),Red Hat,756,5.8
Linux-5.17(2022-03-20),AMD,488,3.74
Linux-5.17(2022-03-20),Huawei,464,3.56
Linux-5.17(2022-03-20),NVIDIA,422,3.24
Linux-5.17(2022-03-20),Linaro,381,2.92
Linux-5.17(2022-03-20),ARM,166,1.27
Linux-5.17(2022-03-20),QUALCOMM,112,0.86
Linux-5.16(2022-01-09),Intel,1395,9.83
Linux-5.16(2022-01-09),Google,729,5.14
Linux-5.16(2022-01-09),AMD,675,4.76
Linux-5.16(2022-01-09),Red Hat,667,4.7
Linux-5.16(2022-01-09),NVIDIA,463,3.26
Linux-5.16(2022-01-09),Linaro,436,3.07
Linux-5.16(2022-01-09),Huawei,413,2.91
Linux-5.16(2022-01-09),ARM,155,1.09
Linux-5.16(2022-01-09),QUALCOMM,18,0.13
Linux-5.15(2021-10-31),Intel,1115,9.01
Linux-5.15(2021-10-31),Red Hat,607,4.9
Linux-5.15(2021-10-31),Google,559,4.52
Linux-5.15(2021-10-31),Linaro,510,4.12
Linux-5.15(2021-10-31),AMD,503,4.06
Linux-5.15(2021-10-31),Huawei,440,3.55
Linux-5.15(2021-10-31),NVIDIA,368,2.97
Linux-5.15(2021-10-31),ARM,149,1.2
Linux-5.15(2021-10-31),QUALCOMM,3,0.02
Linux-5.14(2021-08-29),Huawei,1720,11.67
Linux-5.14(2021-08-29),Intel,1314,8.92
Linux-5.14(2021-08-29),AMD,879,5.97
Linux-5.14(2021-08-29),Red Hat,742,5.04
Linux-5.14(2021-08-29),Linaro,597,4.05
Linux-5.14(2021-08-29),Google,586,3.98
Linux-5.14(2021-08-29),NVIDIA,319,2.16
Linux-5.14(2021-08-29),ARM,201,1.36
Linux-5.14(2021-08-29),QUALCOMM,2,0.01
Linux-5.13(2021-06-27),Intel,1587,9.9
Linux-5.13(2021-06-27),Huawei,1031,6.43
Linux-5.13(2021-06-27),Linaro,893,5.57
Linux-5.13(2021-06-27),Red Hat,796,4.97
Linux-5.13(2021-06-27),AMD,774,4.83
Linux-5.13(2021-06-27),Google,703,4.39
Linux-5.13(2021-06-27),NVIDIA,492,3.07
Linux-5.13(2021-06-27),ARM,159,0.99
Linux-5.12(2021-04-25),Intel,1384,10.63
Linux-5.12(2021-04-25),Linaro,864,6.64
Linux-5.12(2021-04-25),Red Hat,819,6.29
Linux-5.12(2021-04-25),Google,685,5.26
Linux-5.12(2021-04-25),Huawei,519,3.99
Linux-5.12(2021-04-25),AMD,403,3.1
Linux-5.12(2021-04-25),NVIDIA,399,3.07
Linux-5.12(2021-04-25),ARM,128,0.98
Linux-5.11(2021-02-14),Intel,1305,9.1
Linux-5.11(2021-02-14),Linaro,1037,7.23
Linux-5.11(2021-02-14),AMD,824,5.75
Linux-5.11(2021-02-14),Red Hat,761,5.31
Linux-5.11(2021-02-14),Huawei,750,5.23
Linux-5.11(2021-02-14),Google,616,4.3
Linux-5.11(2021-02-14),NVIDIA,403,2.81
Linux-5.11(2021-02-14),ARM,180,1.26
Linux-5.10(2020-12-13),Huawei,1426,8.82
Linux-5.10(2020-12-13),Intel,1324,8.19
Linux-5.10(2020-12-13),Red Hat,969,5.99
Linux-5.10(2020-12-13),AMD,696,4.3
Linux-5.10(2020-12-13),Google,660,4.08
Linux-5.10(2020-12-13),Linaro,565,3.49
Linux-5.10(2020-12-13),NVIDIA,327,2.02
Linux-5.10(2020-12-13),ARM,212,1.31
Linux-5.9(2020-10-11),Intel,1281,8.62
Linux-5.9(2020-10-11),Red Hat,1027,6.91
Linux-5.9(2020-10-11),AMD,847,5.7
Linux-5.9(2020-10-11),Linaro,790,5.32
Linux-5.9(2020-10-11),Google,586,3.94
Linux-5.9(2020-10-11),Huawei,466,3.14
Linux-5.9(2020-10-11),NVIDIA,231,1.55
Linux-5.9(2020-10-11),ARM,132,0.89
Linux-5.8(2020-08-02),Intel,1835,11.25
Linux-5.8(2020-08-02),Huawei,1390,8.52
Linux-5.8(2020-08-02),Red Hat,988,6.06
Linux-5.8(2020-08-02),Google,656,4.02
Linux-5.8(2020-08-02),AMD,486,2.98
Linux-5.8(2020-08-02),Linaro,398,2.44
Linux-5.8(2020-08-02),ARM,157,0.96
Linux-5.8(2020-08-02),NVIDIA,121,0.74
Linux-5.7(2020-05-31),Intel,1660,11.94
Linux-5.7(2020-05-31),Red Hat,862,6.2
Linux-5.7(2020-05-31),Huawei,508,3.65
Linux-5.7(2020-05-31),AMD,489,3.52
Linux-5.7(2020-05-31),Google,435,3.13
Linux-5.7(2020-05-31),Linaro,356,2.56
Linux-5.7(2020-05-31),ARM,188,1.35
Linux-5.7(2020-05-31),NVIDIA,114,0.82
Linux-5.6(2020-03-29),Intel,1621,12.8
Linux-5.6(2020-03-29),AMD,779,6.15
Linux-5.6(2020-03-29),Red Hat,684,5.4
Linux-5.6(2020-03-29),Huawei,515,4.07
Linux-5.6(2020-03-29),Google,437,3.45
Linux-5.6(2020-03-29),Linaro,436,3.44
Linux-5.6(2020-03-29),ARM,155,1.22
Linux-5.6(2020-03-29),NVIDIA,108,0.85
Linux-5.5(2020-01-26),Intel,1630,11.36
Linux-5.5(2020-01-26),Red Hat,814,5.67
Linux-5.5(2020-01-26),AMD,708,4.93
Linux-5.5(2020-01-26),Huawei,623,4.34
Linux-5.5(2020-01-26),Google,581,4.05
Linux-5.5(2020-01-26),Linaro,413,2.88
Linux-5.5(2020-01-26),NVIDIA,187,1.3
Linux-5.5(2020-01-26),ARM,163,1.14
Linux-5.5(2020-01-26),QUALCOMM,1,0.01
Linux-5.4(2019-11-24),Intel,1717,11.74
Linux-5.4(2019-11-24),Red Hat,1088,7.44
Linux-5.4(2019-11-24),AMD,877,6
Linux-5.4(2019-11-24),Huawei,718,4.91
Linux-5.4(2019-11-24),Google,518,3.54
Linux-5.4(2019-11-24),Linaro,507,3.47
Linux-5.4(2019-11-24),ARM,222,1.52
Linux-5.4(2019-11-24),NVIDIA,82,0.56
Linux-5.3(2019-09-15),Intel,1463,10.02
Linux-5.3(2019-09-15),AMD,965,6.61
Linux-5.3(2019-09-15),Red Hat,949,6.5
Linux-5.3(2019-09-15),Google,544,3.73
Linux-5.3(2019-09-15),Linaro,484,3.31
Linux-5.3(2019-09-15),Huawei,398,2.73
Linux-5.3(2019-09-15),ARM,279,1.91
Linux-5.3(2019-09-15),NVIDIA,131,0.9
Linux-5.3(2019-09-15),QUALCOMM,1,0.01
Linux-5.2(2019-07-07),Intel,1640,11.7
Linux-5.2(2019-07-07),Red Hat,877,6.25
Linux-5.2(2019-07-07),AMD,541,3.86
Linux-5.2(2019-07-07),Google,455,3.24
Linux-5.2(2019-07-07),Huawei,391,2.79
Linux-5.2(2019-07-07),Linaro,373,2.66
Linux-5.2(2019-07-07),ARM,278,1.98
Linux-5.2(2019-07-07),NVIDIA,120,0.86
Linux-5.2(2019-07-07),QUALCOMM,1,0.01
Linux-5.1(2019-05-05),Intel,1501,11.52
Linux-5.1(2019-05-05),Red Hat,902,6.92
Linux-5.1(2019-05-05),Huawei,511,3.92
Linux-5.1(2019-05-05),Linaro,470,3.61
Linux-5.1(2019-05-05),Google,453,3.48
Linux-5.1(2019-05-05),AMD,344,2.64
Linux-5.1(2019-05-05),ARM,208,1.6
Linux-5.1(2019-05-05),NVIDIA,133,1.02
Linux-5.1(2019-05-05),QUALCOMM,2,0.02
Linux-5.0(2019-03-03),Intel,1355,10.58
Linux-5.0(2019-03-03),Red Hat,961,7.5
Linux-5.0(2019-03-03),Linaro,462,3.61
Linux-5.0(2019-03-03),Google,444,3.47
Linux-5.0(2019-03-03),AMD,423,3.3
Linux-5.0(2019-03-03),Huawei,334,2.61
Linux-5.0(2019-03-03),ARM,221,1.73
Linux-5.0(2019-03-03),NVIDIA,114,0.89
Linux-4.20(2018-12-23),Intel,1290,9.29
Linux-4.20(2018-12-23),Red Hat,1159,8.35
Linux-4.20(2018-12-23),AMD,645,4.65
Linux-4.20(2018-12-23),Huawei,491,3.54
Linux-4.20(2018-12-23),Linaro,483,3.48
Linux-4.20(2018-12-23),Google,458,3.3
Linux-4.20(2018-12-23),ARM,251,1.81
Linux-4.20(2018-12-23),NVIDIA,80,0.58
Linux-4.19(2018-10-22),Intel,1259,8.97
Linux-4.19(2018-10-22),Red Hat,1049,7.47
Linux-4.19(2018-10-22),Linaro,551,3.92
Linux-4.19(2018-10-22),AMD,551,3.92
Linux-4.19(2018-10-22),Google,505,3.6
Linux-4.19(2018-10-22),Huawei,391,2.78
Linux-4.19(2018-10-22),ARM,267,1.9
Linux-4.19(2018-10-22),NVIDIA,25,0.18
Linux-4.18(2018-08-12),Intel,1175,8.85
Linux-4.18(2018-08-12),Red Hat,960,7.23
Linux-4.18(2018-08-12),AMD,587,4.42
Linux-4.18(2018-08-12),Linaro,450,3.39
Linux-4.18(2018-08-12),Google,391,2.94
Linux-4.18(2018-08-12),Huawei,280,2.11
Linux-4.18(2018-08-12),ARM,157,1.18
Linux-4.18(2018-08-12),NVIDIA,47,0.35
Linux-4.17(2018-06-03),Intel,1363,10.07
Linux-4.17(2018-06-03),Red Hat,920,6.79
Linux-4.17(2018-06-03),AMD,755,5.58
Linux-4.17(2018-06-03),Linaro,481,3.55
Linux-4.17(2018-06-03),Google,388,2.87
Linux-4.17(2018-06-03),Huawei,250,1.85
Linux-4.17(2018-06-03),ARM,207,1.53
Linux-4.17(2018-06-03),NVIDIA,50,0.37
Linux-4.17(2018-06-03),QUALCOMM,7,0.05
Linux-4.16(2018-04-01),Intel,1411,10.35
Linux-4.16(2018-04-01),Red Hat,1026,7.53
Linux-4.16(2018-04-01),AMD,678,4.97
Linux-4.16(2018-04-01),Linaro,474,3.48
Linux-4.16(2018-04-01),Google,326,2.39
Linux-4.16(2018-04-01),Huawei,298,2.19
Linux-4.16(2018-04-01),ARM,214,1.57
Linux-4.16(2018-04-01),NVIDIA,87,0.64
Linux-4.16(2018-04-01),QUALCOMM,54,0.4
Linux-4.15(2018-01-28),Intel,1651,11.11
Linux-4.15(2018-01-28),AMD,1535,10.33
Linux-4.15(2018-01-28),Red Hat,1058,7.12
Linux-4.15(2018-01-28),Google,709,4.77
Linux-4.15(2018-01-28),Linaro,429,2.89
Linux-4.15(2018-01-28),ARM,273,1.84
Linux-4.15(2018-01-28),Huawei,266,1.79
Linux-4.15(2018-01-28),NVIDIA,81,0.54
Linux-4.15(2018-01-28),QUALCOMM,6,0.04
Linux-4.14(2017-11-12),Intel,1252,9.31
Linux-4.14(2017-11-12),Red Hat,906,6.74
Linux-4.14(2017-11-12),Linaro,431,3.2
Linux-4.14(2017-11-12),Google,407,3.03
Linux-4.14(2017-11-12),AMD,352,2.62
Linux-4.14(2017-11-12),ARM,216,1.61
Linux-4.14(2017-11-12),Huawei,158,1.17
Linux-4.14(2017-11-12),NVIDIA,72,0.54
Linux-4.14(2017-11-12),QUALCOMM,29,0.22
Linux-4.13(2017-09-03),Intel,1451,11.16
Linux-4.13(2017-09-03),Red Hat,799,6.14
Linux-4.13(2017-09-03),Linaro,449,3.45
Linux-4.13(2017-09-03),Google,411,3.16
Linux-4.13(2017-09-03),AMD,410,3.15
Linux-4.13(2017-09-03),ARM,211,1.62
Linux-4.13(2017-09-03),Huawei,152,1.17
Linux-4.13(2017-09-03),NVIDIA,23,0.18
Linux-4.13(2017-09-03),QUALCOMM,15,0.12
Linux-4.12(2017-07-02),Intel,2020,13.86
Linux-4.12(2017-07-02),Red Hat,1157,7.94
Linux-4.12(2017-07-02),AMD,518,3.56
Linux-4.12(2017-07-02),Linaro,429,2.94
Linux-4.12(2017-07-02),Google,386,2.65
Linux-4.12(2017-07-02),ARM,246,1.69
Linux-4.12(2017-07-02),NVIDIA,179,1.23
Linux-4.12(2017-07-02),Huawei,173,1.19
Linux-4.12(2017-07-02),QUALCOMM,50,0.34
Linux-4.11(2017-04-30),Intel,1570,12.34
Linux-4.11(2017-04-30),Red Hat,973,7.65
Linux-4.11(2017-04-30),Linaro,601,4.72
Linux-4.11(2017-04-30),Google,341,2.68
Linux-4.11(2017-04-30),AMD,208,1.63
Linux-4.11(2017-04-30),Huawei,165,1.3
Linux-4.11(2017-04-30),ARM,111,0.87
Linux-4.11(2017-04-30),NVIDIA,47,0.37
Linux-4.11(2017-04-30),QUALCOMM,39,0.31
Linux-4.10(2017-02-19),Intel,1752,13.45
Linux-4.10(2017-02-19),Red Hat,908,6.97
Linux-4.10(2017-02-19),Linaro,471,3.62
Linux-4.10(2017-02-19),AMD,320,2.46
Linux-4.10(2017-02-19),Google,313,2.4
Linux-4.10(2017-02-19),Huawei,230,1.77
Linux-4.10(2017-02-19),ARM,177,1.36
Linux-4.10(2017-02-19),NVIDIA,84,0.64
Linux-4.10(2017-02-19),QUALCOMM,40,0.31
Linux-4.9(2016-12-11),Intel,1888,11.64
Linux-4.9(2016-12-11),Linaro,1830,11.29
Linux-4.9(2016-12-11),Red Hat,942,5.81
Linux-4.9(2016-12-11),Google,533,3.29
Linux-4.9(2016-12-11),AMD,477,2.94
Linux-4.9(2016-12-11),Huawei,285,1.76
Linux-4.9(2016-12-11),ARM,228,1.41
Linux-4.9(2016-12-11),NVIDIA,74,0.46
Linux-4.9(2016-12-11),QUALCOMM,42,0.26
Linux-4.8(2016-10-02),Intel,1910,14.27
Linux-4.8(2016-10-02),Red Hat,1140,8.52
Linux-4.8(2016-10-02),Linaro,618,4.62
Linux-4.8(2016-10-02),Google,288,2.15
Linux-4.8(2016-10-02),AMD,281,2.1
Linux-4.8(2016-10-02),ARM,209,1.56
Linux-4.8(2016-10-02),Huawei,198,1.48
Linux-4.8(2016-10-02),NVIDIA,158,1.18
Linux-4.8(2016-10-02),QUALCOMM,45,0.34
Linux-4.7(2016-07-24),Intel,1763,14.35
Linux-4.7(2016-07-24),Red Hat,967,7.87
Linux-4.7(2016-07-24),Linaro,576,4.69
Linux-4.7(2016-07-24),AMD,299,2.43
Linux-4.7(2016-07-24),Google,234,1.91
Linux-4.7(2016-07-24),NVIDIA,228,1.86
Linux-4.7(2016-07-24),ARM,217,1.77
Linux-4.7(2016-07-24),Huawei,133,1.08
Linux-4.7(2016-07-24),QUALCOMM,93,0.76
Linux-4.6(2016-05-15),Intel,1837,13.59
Linux-4.6(2016-05-15),Red Hat,1049,7.76
Linux-4.6(2016-05-15),Linaro,572,4.23
Linux-4.6(2016-05-15),AMD,307,2.27
Linux-4.6(2016-05-15),ARM,254,1.88
Linux-4.6(2016-05-15),Google,223,1.65
Linux-4.6(2016-05-15),NVIDIA,159,1.18
Linux-4.6(2016-05-15),Huawei,154,1.14
Linux-4.6(2016-05-15),QUALCOMM,44,0.33
Linux-4.5(2016-03-13),Intel,1707,14.13
Linux-4.5(2016-03-13),Red Hat,719,5.95
Linux-4.5(2016-03-13),Linaro,682,5.65
Linux-4.5(2016-03-13),AMD,284,2.35
Linux-4.5(2016-03-13),Huawei,150,1.24
Linux-4.5(2016-03-13),Google,145,1.2
Linux-4.5(2016-03-13),NVIDIA,137,1.13
Linux-4.5(2016-03-13),ARM,131,1.08
Linux-4.5(2016-03-13),QUALCOMM,41,0.34
Linux-4.4(2016-01-10),Intel,1735,13.27
Linux-4.4(2016-01-10),Red Hat,680,5.2
Linux-4.4(2016-01-10),Linaro,411,3.14
Linux-4.4(2016-01-10),Google,266,2.04
Linux-4.4(2016-01-10),ARM,229,1.75
Linux-4.4(2016-01-10),AMD,175,1.34
Linux-4.4(2016-01-10),Huawei,119,0.91
Linux-4.4(2016-01-10),QUALCOMM,64,0.49
Linux-4.4(2016-01-10),NVIDIA,47,0.36
Linux-4.3(2015-11-01),Intel,1565,12.75
Linux-4.3(2015-11-01),Red Hat,1045,8.52
Linux-4.3(2015-11-01),Linaro,434,3.54
Linux-4.3(2015-11-01),AMD,265,2.16
Linux-4.3(2015-11-01),ARM,225,1.83
Linux-4.3(2015-11-01),Google,173,1.41
Linux-4.3(2015-11-01),NVIDIA,139,1.13
Linux-4.3(2015-11-01),Huawei,92,0.75
Linux-4.3(2015-11-01),QUALCOMM,78,0.64
Linux-4.2(2015-08-30),Intel,1754,12.81
Linux-4.2(2015-08-30),Red Hat,1620,11.83
Linux-4.2(2015-08-30),Linaro,419,3.06
Linux-4.2(2015-08-30),AMD,273,1.99
Linux-4.2(2015-08-30),Google,230,1.68
Linux-4.2(2015-08-30),ARM,147,1.07
Linux-4.2(2015-08-30),Huawei,103,0.75
Linux-4.2(2015-08-30),NVIDIA,70,0.51
Linux-4.2(2015-08-30),QUALCOMM,56,0.41
Linux-4.1(2015-06-21),Intel,1470,12.34
Linux-4.1(2015-06-21),Red Hat,1073,9
Linux-4.1(2015-06-21),Linaro,346,2.9
Linux-4.1(2015-06-21),Google,334,2.8
Linux-4.1(2015-06-21),ARM,133,1.12
Linux-4.1(2015-06-21),Huawei,115,0.97
Linux-4.1(2015-06-21),AMD,104,0.87
Linux-4.1(2015-06-21),QUALCOMM,64,0.54
Linux-4.1(2015-06-21),NVIDIA,57,0.48
Linux-4.0(2015-04-12),Intel,1297,12.54
Linux-4.0(2015-04-12),Red Hat,799,7.72
Linux-4.0(2015-04-12),Linaro,297,2.87
Linux-4.0(2015-04-12),AMD,147,1.42
Linux-4.0(2015-04-12),Google,134,1.3
Linux-4.0(2015-04-12),ARM,126,1.22
Linux-4.0(2015-04-12),QUALCOMM,120,1.16
Linux-4.0(2015-04-12),NVIDIA,115,1.11
Linux-4.0(2015-04-12),Huawei,78,0.75
Linux-3.19(2015-02-08),Intel,1469,11.64
Linux-3.19(2015-02-08),Red Hat,1054,8.35
Linux-3.19(2015-02-08),Linaro,345,2.73
Linux-3.19(2015-02-08),Google,255,2.02
Linux-3.19(2015-02-08),AMD,213,1.69
Linux-3.19(2015-02-08),ARM,155,1.23
Linux-3.19(2015-02-08),NVIDIA,153,1.21
Linux-3.19(2015-02-08),QUALCOMM,76,0.6
Linux-3.19(2015-02-08),Huawei,41,0.32
Linux-3.18(2014-12-07),Intel,1179,10.36
Linux-3.18(2014-12-07),Red Hat,894,7.86
Linux-3.18(2014-12-07),Linaro,331,2.91
Linux-3.18(2014-12-07),Google,308,2.71
Linux-3.18(2014-12-07),QUALCOMM,139,1.22
Linux-3.18(2014-12-07),ARM,115,1.01
Linux-3.18(2014-12-07),AMD,76,0.67
Linux-3.18(2014-12-07),NVIDIA,50,0.44
Linux-3.18(2014-12-07),Huawei,48,0.42
Linux-3.17(2014-10-05),Intel,1264,10.23
Linux-3.17(2014-10-05),Red Hat,1010,8.18
Linux-3.17(2014-10-05),Linaro,412,3.34
Linux-3.17(2014-10-05),Google,227,1.84
Linux-3.17(2014-10-05),NVIDIA,138,1.12
Linux-3.17(2014-10-05),AMD,137,1.11
Linux-3.17(2014-10-05),ARM,126,1.02
Linux-3.17(2014-10-05),Huawei,66,0.53
Linux-3.17(2014-10-05),QUALCOMM,56,0.45
Linux-3.16(2014-08-03),Intel,1407,10.99
Linux-3.16(2014-08-03),Red Hat,1366,10.67
Linux-3.16(2014-08-03),Linaro,471,3.68
Linux-3.16(2014-08-03),Google,256,2
Linux-3.16(2014-08-03),NVIDIA,116,0.91
Linux-3.16(2014-08-03),Huawei,81,0.63
Linux-3.16(2014-08-03),AMD,74,0.58
Linux-3.16(2014-08-03),ARM,71,0.55
Linux-3.16(2014-08-03),QUALCOMM,42,0.33
Linux-3.15(2014-06-08),Intel,1669,12.16
Linux-3.15(2014-06-08),Red Hat,1113,8.11
Linux-3.15(2014-06-08),Linaro,681,4.96
Linux-3.15(2014-06-08),Google,268,1.95
Linux-3.15(2014-06-08),AMD,122,0.89
Linux-3.15(2014-06-08),NVIDIA,96,0.7
Linux-3.15(2014-06-08),Huawei,96,0.7
Linux-3.15(2014-06-08),ARM,80,0.58
Linux-3.15(2014-06-08),QUALCOMM,65,0.47
Linux-3.14(2014-03-30),Intel,1368,11.11
Linux-3.14(2014-03-30),Red Hat,892,7.25
Linux-3.14(2014-03-30),Linaro,530,4.31
Linux-3.14(2014-03-30),Google,324,2.63
Linux-3.14(2014-03-30),Huawei,211,1.71
Linux-3.14(2014-03-30),NVIDIA,210,1.71
Linux-3.14(2014-03-30),AMD,127,1.03
Linux-3.14(2014-03-30),QUALCOMM,110,0.89
Linux-3.14(2014-03-30),ARM,62,0.5
Linux-3.13(2014-01-19),Intel,1760,14.51
Linux-3.13(2014-01-19),Linaro,1135,9.36
Linux-3.13(2014-01-19),Red Hat,1004,8.28
Linux-3.13(2014-01-19),Google,182,1.5
Linux-3.13(2014-01-19),NVIDIA,154,1.27
Linux-3.13(2014-01-19),Huawei,114,0.94
Linux-3.13(2014-01-19),ARM,113,0.93
Linux-3.13(2014-01-19),AMD,103,0.85
Linux-3.13(2014-01-19),QUALCOMM,61,0.5
Linux-3.12(2013-11-03),Intel,1023,9.36
Linux-3.12(2013-11-03),Linaro,710,6.5
Linux-3.12(2013-11-03),Red Hat,709,6.49
Linux-3.12(2013-11-03),AMD,189,1.73
Linux-3.12(2013-11-03),Google,171,1.57
Linux-3.12(2013-11-03),Huawei,121,1.11
Linux-3.12(2013-11-03),NVIDIA,117,1.07
Linux-3.12(2013-11-03),ARM,81,0.74
Linux-3.12(2013-11-03),QUALCOMM,77,0.7
Linux-3.11(2013-09-02),Intel,975,8.95
Linux-3.11(2013-09-02),Red Hat,939,8.62
Linux-3.11(2013-09-02),Linaro,875,8.03
Linux-3.11(2013-09-02),AMD,281,2.58
Linux-3.11(2013-09-02),Huawei,219,2.01
Linux-3.11(2013-09-02),Google,218,2
Linux-3.11(2013-09-02),ARM,140,1.29
Linux-3.11(2013-09-02),NVIDIA,107,0.98
Linux-3.11(2013-09-02),QUALCOMM,64,0.59
